nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
LUNGOCI,GL,426,6,16,0,22,96,32,0,128
"HANU CONACHI",GL,2100,40,3,0,43,277,30,0,307
GHIDIGENI,GL,1665,21,5,0,26,107,19,0,126
GEFU,GL,830,5,0,0,5,79,4,0,83
GÎRBOVĂŢ,GL,213,10,6,0,16,38,12,0,50
TĂLPIGI,GL,1658,17,1,0,18,223,15,0,238
"SLOBOZIA CORNI",GL,639,13,8,0,21,158,17,0,175
GOHOR,GL,1345,35,4,0,39,293,50,0,343
IREASCA,GL,223,20,5,0,25,74,16,0,90
NĂRTEŞTI,GL,670,25,2,0,27,180,27,0,207
"GARA BERHECI",GL,547,9,1,0,10,176,37,0,213
GRIVIŢA,GL,2517,68,11,0,79,413,45,0,458
CĂLMĂŢUI,GL,573,43,6,0,49,151,16,0,167
INDEPENDENŢA,GL,3939,104,19,0,123,442,68,0,510
IVEŞTI,GL,4307,279,36,0,315,1238,100,2,1340
BUCEŞTI,GL,3697,96,22,0,118,661,80,0,741
JORĂŞTI,GL,916,46,6,0,52,236,30,0,266
LUNCA,GL,177,10,4,0,14,40,12,0,52
ZĂRNEŞTI,GL,289,33,3,0,36,77,11,0,88
LIEŞTI,GL,8930,193,35,0,228,1172,121,0,1293
MATCA,GL,9884,160,27,0,187,2060,216,0,2276
MĂSTĂCANI,GL,1922,38,10,0,48,285,53,0,338
CHIRAFTEI,GL,2209,51,8,6,65,279,46,6,331
MOVILENI,GL,2762,59,11,0,70,462,39,1,502
MUNTENI,GL,3023,62,13,0,75,682,40,0,722
FRUNZEASCA,GL,1006,19,8,1,28,177,12,1,190
ŢIGĂNEŞTI,GL,840,13,4,0,17,159,19,0,178
UNGURENI,GL,1136,22,2,0,24,175,10,0,185
NĂMOLOASA,GL,809,27,4,0,31,119,28,0,147
"NĂMOLOASA SAT",GL,925,46,5,0,51,304,30,0,334
NEGRILEŞTI,GL,1407,36,4,0,40,311,24,0,335
"SLOBOZIA BLĂNEASA",GL,761,30,8,0,38,248,31,0,279
NICOREŞTI,GL,1174,29,9,0,38,138,33,0,171
FÎNTÎNI,GL,497,18,7,0,25,101,18,0,119
"COASTA LUPEI",GL,268,4,9,0,13,55,23,0,78
"PISCU CORBULUI",GL,243,11,1,0,12,36,11,0,47
MĂLURENI,GL,164,5,3,0,8,25,9,0,34
IONĂŞEŞTI,GL,549,13,0,0,13,50,8,0,58
DOBRINEŞTI,GL,402,7,3,0,10,71,13,0,84
OANCEA,GL,1235,73,11,0,84,211,49,0,260
PECHEA,GL,9190,222,29,1,252,1323,134,1,1458
PISCU,GL,3585,160,27,0,187,668,96,0,764
VAMEŞ,GL,447,26,0,0,26,98,23,0,121
POIANA,GL,1021,57,15,43,115,406,89,43,538
VIŞINA,GL,395,19,4,0,23,184,25,2,211
PRIPONEŞTI,GL,781,19,6,0,25,90,23,0,113
CIORĂŞTI,GL,831,25,6,0,31,200,44,0,244
LIEŞTI,GL,170,14,8,0,22,49,23,0,72
RĂDEŞTI,GL,955,105,14,0,119,322,63,3,388
CRUCEANU,GL,242,25,3,0,28,78,8,0,86
REDIU,GL,1322,30,9,0,39,221,43,0,264
PLEVNA,GL,460,27,8,0,35,94,15,0,109
SCHELA,GL,2567,75,15,0,90,332,43,0,375
NEGREA,GL,538,16,3,0,19,96,19,0,115
SCÎNTEIEŞTI,GL,738,21,8,0,29,121,34,0,155
FÎNTÎNELE,GL,1283,44,7,0,51,197,26,0,223
"SLOBOZIA CONACHI",GL,2623,55,8,0,63,373,47,0,420
IZVOARELE,GL,837,15,6,0,21,121,17,0,138
SMÎRDAN,GL,2545,45,13,0,58,270,47,0,317
"MIHAIL KOGĂLNICEANU",GL,872,19,10,0,29,96,36,0,132
CIŞMELE,GL,1217,29,8,0,37,142,12,0,154
SMULŢI,GL,1154,52,13,0,65,321,75,44,440
SUCEVENI,GL,966,129,21,0,150,375,77,35,487
ROGOJENI,GL,462,54,10,0,64,190,27,0,217
SUHURLUI,GL,1165,20,10,0,30,196,22,0,218
ŞENDRENI,GL,2818,82,9,0,91,370,50,0,420
MOVILENI,GL,568,26,0,0,26,103,9,0,112
"ŞERBEŞTII VECHI",GL,665,21,1,0,22,84,4,0,88
"TUDOR VLADIMIRESCU",GL,4365,215,44,0,259,927,143,18,1088
TULUCEŞTI,GL,3571,81,26,0,107,434,72,0,506
TĂTARCA,GL,701,19,6,0,25,83,25,0,108
ŞIVIŢA,GL,2122,53,4,0,57,321,38,0,359
ŢEPU,GL,2031,49,10,0,59,591,60,10,661
UMBRĂREŞTI,GL,1718,20,10,0,30,269,40,1,310
UMBRĂREŞTI-DEAL,GL,2024,75,9,0,84,531,39,0,570
TORCEŞTI,GL,594,10,9,0,19,196,22,0,218
CONDREA,GL,569,15,9,0,24,89,13,0,102
SALCIA,GL,723,13,5,0,18,143,9,0,152
SILIŞTEA,GL,276,9,9,0,18,67,17,0,84
"VALEA MĂRULUI",GL,2181,56,23,0,79,351,52,13,416
MÎNDREŞTI,GL,810,33,4,15,52,246,25,42,313
VÎNĂTORI,GL,2340,88,21,0,109,420,78,0,498
"ODAIA MANOLACHE",GL,1603,63,14,0,77,220,25,0,245
COSTI,GL,1105,26,13,0,39,143,39,0,182
VÎRLEZI,GL,896,36,8,0,44,221,54,16,291
CRĂIEŞTI,GL,652,24,16,4,44,207,49,4,260
VLĂDEŞTI,GL,1089,37,7,0,44,192,47,0,239
BRĂNEŞTI,GL,887,17,1,0,18,105,20,0,125
GIURGIU,GR,57545,3281,252,392,3925,8891,661,401,9953
BOLINTIN-VALE,GR,6762,142,60,0,202,662,156,0,818
"MALU SPART",GR,2966,61,9,0,70,345,37,0,382
CRIVINA,GR,744,17,5,0,22,68,14,0,82
MIHĂILEŞTI,GR,4312,203,72,0,275,787,224,0,1011
POPEŞTI,GR,874,31,9,0,40,296,49,0,345
NOVACI,GR,937,14,12,0,26,194,36,0,230
ADUNAŢII-COPĂCENI,GR,2715,92,10,0,102,621,89,0,710
DĂRĂŞTI-VLAŞCA,GR,1645,75,18,0,93,291,61,0,352
VARLAAM,GR,477,17,8,0,25,130,31,0,161
MOGOŞEŞTI,GR,380,17,6,0,23,129,25,0,154
BĂNEASA,GR,2520,65,22,0,87,369,74,0,443
PIETRELE,GR,878,15,2,0,17,98,10,0,108
FRASINU,GR,346,18,4,0,22,65,19,0,84
"SFÎNTU GHEORGHE",GR,208,6,12,0,18,31,27,0,58
BOLINTIN-DEAL,GR,3596,89,28,0,117,337,90,3,430
"MIHAI VODĂ",GR,1593,35,15,0,50,111,42,0,153
BUCŞANI,GR,788,12,9,0,21,92,25,0,117
"VADU LAT",GR,553,7,5,0,12,88,31,0,119
PODIŞOR,GR,448,13,9,0,22,98,20,0,118
OBEDENI,GR,367,18,14,0,32,60,29,0,89
UIEŞTI,GR,256,16,6,0,22,123,22,0,145
GOLEASCA,GR,358,26,3,0,29,101,20,0,121
BULBUCATA,GR,1082,40,26,0,66,384,164,0,548
BUTURUGENI,GR,1619,70,13,0,83,520,93,0,613
PĂDURENI,GR,1198,59,10,0,69,356,60,0,416
POŞTA,GR,338,14,3,0,17,84,21,0,105
CĂLUGĂRENI,GR,1455,22,45,0,67,266,114,0,380
BRĂNIŞTARI,GR,603,20,13,0,33,90,73,0,163
UZUNU,GR,1195,16,4,0,20,112,34,0,146
HULUBEŞTI,GR,1323,26,3,0,29,253,44,0,297
CLEJANI,GR,1334,151,59,14,224,597,175,14,786
NEAJLOVU,GR,1135,211,39,18,268,641,119,18,778
COLIBAŞI,GR,1636,68,17,0,85,764,91,0,855
CÎMPURELU,GR,1085,27,7,0,34,420,40,0,460
COMANA,GR,1716,230,97,0,327,703,219,3,925
BUDENI,GR,581,135,69,0,204,280,139,0,419
FALAŞTOACA,GR,628,18,13,0,31,279,110,0,389
GRĂDIŞTEA,GR,1207,57,25,0,82,264,78,0,342
"VLAD ŢEPEŞ",GR,1336,188,67,0,255,529,155,0,684
COSOBA,GR,2152,66,16,0,82,229,33,0,262
"CREVEDIA MARE",GR,1203,64,12,0,76,266,41,0,307
DEALU,GR,1074,102,8,0,110,237,22,0,259
"CREVEDIA MICĂ",GR,1537,103,9,0,112,347,26,0,373
DAIA,GR,796,49,25,0,74,248,98,0,346
PLOPŞORU,GR,1337,32,13,0,45,148,56,0,204
STOENEŞTI,GR,1584,34,7,0,41,128,30,0,158
FLOREŞTI,GR,3371,78,22,0,100,347,62,0,409
PALANCA,GR,2198,27,9,0,36,132,31,0,163
FRĂTEŞTI,GR,2057,41,10,0,51,241,40,0,281
REMUŞ,GR,1679,38,53,0,91,198,75,0,273
CETATEA,GR,623,41,16,0,57,105,54,0,159
GĂISENI,GR,1830,42,12,0,54,275,65,0,340
CĂSCIOARELE,GR,1646,32,9,0,41,213,35,0,248
CĂRPENIŞU,GR,682,19,13,0,32,142,29,0,171
"PODU POPA NAE",GR,130,10,9,0,19,77,21,0,98
CETĂŢUIA,GR,144,13,12,0,25,38,29,0,67
GĂUJANI,GR,936,45,1,0,46,148,30,0,178
PIETRIŞU,GR,776,28,4,0,32,131,17,0,148
GHIMPAŢI,GR,1804,124,29,67,220,709,96,92,897
COPACIU,GR,745,53,14,19,86,343,56,19,418
NAIPU,GR,1272,57,19,56,132,471,66,56,593
"VALEA PLOPILOR",GR,520,90,3,0,93,252,13,0,265
GOGOŞARI,GR,645,49,31,0,80,170,56,0,226
RĂLEŞTI,GR,121,9,10,0,19,46,30,0,76
DRĂGHICEANU,GR,91,12,12,0,24,31,21,0,52
IZVORU,GR,530,44,24,0,68,143,41,0,184
GOSTINARI,GR,1523,131,24,0,155,552,87,0,639
MIRONEŞTI,GR,340,15,16,0,31,67,40,29,136
GOSTINU,GR,1559,288,22,0,310,815,83,0,898
GRĂDINARI,GR,843,51,24,0,75,258,65,0,323
TÎNTAVA,GR,1003,35,13,0,48,234,44,0,278
ZORILE,GR,848,53,10,0,63,220,27,0,247
GREACA,GR,1411,76,19,0,95,450,91,0,541
"PUŢU GRECI",GR,271,7,2,0,9,70,16,0,86
ZBOIU,GR,245,11,5,0,16,88,18,0,106
HERĂŞTI,GR,1715,45,12,0,57,343,85,0,428
HOTARELE,GR,2917,66,28,0,94,441,161,11,613
IEPUREŞTI,GR,843,29,42,0,71,161,116,0,277
GORNENI,GR,530,12,14,0,26,148,59,0,207
STÎLPU,GR,202,18,9,0,27,45,27,0,72
ISVOARELE,GR,1120,11,5,0,16,142,31,0,173
TEIUŞU,GR,176,11,2,0,13,52,8,0,60
IZVOARELE,GR,1036,28,11,0,39,131,26,0,157
CHIRIACU,GR,1040,27,5,0,32,208,42,0,250
"PETRU RAREŞ",GR,75,20,41,0,61,46,75,0,121
"VALEA BUJORULUI",GR,396,19,8,0,27,96,24,0,120
"DIMITRIE CANTEMIR",GR,136,8,13,0,21,31,44,0,75
"RADU VODĂ",GR,174,27,7,0,34,71,36,0,107
JOIŢA,GR,1785,72,16,0,88,249,63,2,314
BÎCU,GR,1236,53,22,0,75,212,99,0,311
"LETCA NOUĂ",GR,717,30,18,0,48,179,61,0,240
"LETCA VECHE",GR,755,60,21,0,81,276,56,0,332
MILCOVĂŢU,GR,1111,104,26,0,130,493,68,0,561
MALU,GR,1818,67,10,0,77,246,64,0,310
"MIHAI BRAVU",GR,1908,266,51,0,317,819,144,0,963
MÂRŞA,GR,2203,83,7,0,90,582,58,0,640
OGREZENI,GR,3056,59,25,0,84,344,83,0,427
HOBAIA,GR,737,19,4,0,23,73,13,0,86
OINACU,GR,1468,106,21,0,127,356,74,0,430
BRANIŞTEA,GR,823,36,7,0,43,211,33,0,244
COMASCA,GR,514,23,5,0,28,147,12,0,159
PRUNDU,GR,2800,68,6,0,74,474,49,0,523
PUIENI,GR,608,10,4,0,14,121,26,0,147
PUTINEIU,GR,1001,181,36,0,217,608,93,0,701
HODIVOAIA,GR,318,64,22,0,86,182,48,0,230
VIERU,GR,567,28,11,0,39,347,63,0,410
RĂSUCENI,GR,1101,207,67,0,274,601,219,2,822
CUCURUZU,GR,721,45,7,0,52,256,55,0,311
"ROATA MICĂ",GR,411,9,7,0,16,51,18,0,69
"ROATA DE JOS",GR,1908,79,13,0,92,355,60,0,415
CARTOJANI,GR,2977,24,7,0,31,267,34,0,301
SADINA,GR,1261,28,4,0,32,235,37,0,272
SĂBĂRENI,GR,2156,107,27,22,156,520,117,24,661
SCHITU,GR,180,30,6,0,36,78,28,0,106
BILA,GR,335,42,8,0,50,121,36,0,157
CĂMINEASCA,GR,426,30,10,0,40,133,37,0,170
VLAŞIN,GR,392,23,13,0,36,129,41,0,170
SINGURENI,GR,1182,51,26,0,77,349,74,10,433
CRÎNGURI,GR,590,14,8,0,22,187,23,0,210
STEJARU,GR,607,22,9,0,31,202,19,0,221
SLOBOZIA,GR,1989,92,24,0,116,627,162,0,789
STĂNEŞTI,GR,1058,19,10,0,29,77,39,0,116
GHIZDARU,GR,411,14,8,0,22,70,24,0,94
BĂLANU,GR,416,17,6,0,23,70,29,0,99
ONCEŞTI,GR,282,14,6,0,20,42,36,0,78
IANCULEŞTI,GR,220,22,9,0,31,124,18,0,142
STOENEŞTI,GR,1268,262,62,0,324,569,166,0,735
MIRĂU,GR,124,44,12,0,56,78,31,0,109
TOPORU,GR,1003,71,22,49,142,383,94,109,586
TOMULEŞTI,GR,498,64,30,26,120,214,76,57,347
ULMI,GR,922,25,16,0,41,116,33,0,149
POENARI,GR,1123,40,9,0,49,166,49,0,215
TRESTIENI,GR,1980,49,17,0,66,260,41,0,301
DRĂGĂNEASCA,GR,639,38,8,0,46,196,41,0,237
ICOANA,GR,908,18,1,0,19,118,4,0,122
GHIONEA,GR,465,32,8,0,40,138,29,0,167
"VALEA DRAGULUI",GR,2380,66,16,0,82,746,58,0,804
VĂRĂŞTI,GR,2836,158,35,0,193,1276,158,0,1434
DOBRENI,GR,1918,55,7,0,62,440,52,0,492
VEDEA,GR,2209,66,27,0,93,403,94,0,497
"VÂNĂTORII MICI",GR,818,21,5,0,26,104,23,0,127
IZVORU,GR,633,32,3,0,35,101,20,22,143
"VÎNĂTORII MARI",GR,935,30,4,0,34,145,33,0,178
"POIANA LUI STÎNGĂ",GR,566,34,9,0,43,113,23,0,136
CORBEANCA,GR,390,7,2,0,9,44,17,0,61
CUPELE,GR,368,23,5,0,28,70,11,0,81
DEVA,HD,56977,3665,345,27,4037,9741,799,260,10800
CRISTUR,HD,1405,44,1,0,45,223,19,60,302
SÎNTUHALM,HD,609,13,3,0,16,88,11,81,180
BRAD,HD,11581,653,35,32,720,1797,135,91,2023
"VALEA BRADULUI",HD,642,23,7,0,30,103,8,0,111
ŢĂRĂŢEL,HD,611,14,1,0,15,73,14,0,87
MESTEACĂN,HD,467,12,2,0,14,71,5,0,76
RUDA-BRAD,HD,162,8,3,0,11,31,12,0,43
HUNEDOARA,HD,58873,3945,250,75,4270,10484,512,178,11174
HĂŞDAT,HD,373,18,0,0,18,71,3,0,74
RĂCĂŞTIA,HD,537,41,0,0,41,113,4,0,117
BOŞ,HD,495,29,6,0,35,104,11,0,115
"PEŞTIŞU MARE",HD,1053,43,2,0,45,226,22,0,248
LUPENI,HD,22054,1269,83,37,1389,3500,199,37,3736
ORĂŞTIE,HD,18559,822,69,21,912,3186,213,36,3435
PETROŞANI,HD,35431,2098,143,62,2303,5798,316,98,6212
VULCAN,HD,23426,1328,68,1,1397,3663,169,0,3832
ANINOASA,HD,2443,104,2,0,106,380,18,0,398
ISCRONI,HD,1330,38,1,0,39,150,8,0,158
CĂLAN,HD,8159,421,22,2,445,1259,57,2,1318
"NĂDĂŞTIA DE JOS",HD,262,13,4,1,18,56,9,1,66
"NĂDĂŞTIA DE SUS",HD,226,13,5,0,18,88,21,0,109
STREI,HD,313,9,0,0,9,43,8,0,51
STREI-SĂCEL,HD,157,11,6,0,17,49,10,0,59
"VALEA SÎNGEORGIULUI",HD,258,9,5,0,14,76,6,0,82
BATIZ,HD,491,6,6,0,12,74,13,0,87
GRID,HD,205,5,2,0,7,35,7,0,42
SÎNCRAI,HD,258,7,0,0,7,45,5,0,50
"SÎNTĂMĂRIA DE PIATRĂ",HD,131,7,0,0,7,28,10,0,38
STREISÎNGEORGIU,HD,631,30,4,0,34,151,13,0,164
GEOAGIU,HD,2390,39,15,64,118,243,55,70,368
"AUREL VLAICU",HD,774,45,8,0,53,139,28,0,167
BOZEŞ,HD,175,4,1,0,5,30,8,0,38
CIGMĂU,HD,89,2,3,0,5,4,9,0,13
GEOAGIU-BĂI,HD,369,21,161,0,182,78,232,0,310
GELMAR,HD,384,29,1,0,30,93,10,9,112
HOMOROD,HD,292,7,5,0,12,60,9,0,69
RENGHET,HD,175,2,3,0,5,23,10,0,33
VĂLENI,HD,43,1,1,0,2,6,7,0,13
HAŢEG,HD,8070,635,123,0,758,2209,286,24,2519
NĂLAŢVAD,HD,313,43,0,0,43,136,14,0,150
"SILVAŞU DE JOS",HD,313,18,7,0,25,93,26,0,119
"SILVAŞU DE SUS",HD,272,34,26,0,60,104,36,0,140
PETRILA,HD,18194,1174,63,17,1254,3779,126,18,3923
CIMPA,HD,1429,86,9,0,95,531,18,0,549
JIEŢ,HD,563,15,0,0,15,145,6,0,151
SIMERIA,HD,9804,632,70,0,702,2104,184,20,2308
"SIMERIA VECHE",HD,357,31,0,0,31,106,10,0,116
UROI,HD,539,28,3,0,31,104,12,0,116
SÎNTANDREI,HD,949,53,12,0,65,209,37,0,246
URICANI,HD,7385,426,15,0,441,1275,37,0,1312
"CÎMPU LUI NEAG",HD,414,14,5,0,19,66,22,0,88
"BAIA DE CRIŞ",HD,608,27,3,0,30,146,22,0,168
LUNCA,HD,235,7,5,0,12,50,9,0,59
CĂRĂSTĂU,HD,162,10,6,0,16,45,12,0,57
RIŞCA,HD,190,17,2,0,19,61,14,0,75
RIŞCULIŢA,HD,411,19,3,0,22,89,13,0,102
ŢEBEA,HD,588,31,4,0,35,182,23,0,205
BALŞA,HD,234,7,1,1,9,54,10,2,66
ARDEU,HD,49,7,2,0,9,26,10,0,36
MADA,HD,89,5,2,0,7,29,12,0,41
VOIA,HD,70,5,4,0,9,30,13,4,47
VĂLIŞOARA,HD,48,7,3,0,10,19,6,0,25
"ALMAŞU MIC DE MUNTE",HD,60,5,5,0,10,17,17,0,34
POIANA,HD,85,3,2,0,5,22,14,0,36
POIENIŢA,HD,66,5,4,0,9,20,6,0,26
BARU,HD,1610,174,18,57,249,747,61,57,865
LIVADIA,HD,533,47,8,18,73,224,44,24,292
"VALEA LUPULUI",HD,163,23,7,9,39,106,31,9,146
BĂCIA,HD,818,29,10,0,39,161,30,0,191
TOTIA,HD,83,0,5,0,5,25,11,0,36
TÎMPA,HD,663,37,4,0,41,158,21,0,179
BĂIŢA,HD,1009,44,11,0,55,223,43,0,266
HĂRŢĂGANI,HD,615,10,1,0,11,89,27,0,116
"CĂINELU DE SUS",HD,339,9,6,0,15,69,11,0,80
ORMINDEA,HD,456,13,3,0,16,56,11,0,67
FIZEŞ,HD,259,12,5,0,17,71,16,0,87
LUNCA,HD,238,22,8,0,30,79,20,0,99
BĂNIŢA,HD,988,23,1,0,24,225,12,0,237
BĂTRÎNA,HD,96,11,5,0,16,38,9,0,47
BERIU,HD,585,20,2,0,22,105,15,0,120
CĂSTĂU,HD,1061,39,9,0,48,246,19,0,265
CUCUIŞ,HD,106,7,2,0,9,31,7,0,38
"ORĂŞTIOARA DE JOS",HD,285,12,2,0,14,83,11,0,94
SERECA,HD,208,9,2,0,11,58,7,0,65
SIBIŞEL,HD,571,10,6,0,16,85,16,0,101
BLĂJENI,HD,522,15,2,0,17,88,9,0,97
CRIŞ,HD,246,11,5,0,16,48,9,0,57
BLĂJENI-VULCAN,HD,80,8,5,0,13,28,8,0,36
REŢ,HD,81,0,0,0,0,14,4,0,18
BOŞOROD,HD,793,26,2,0,28,233,19,0,252
CHITID,HD,477,30,2,0,32,133,11,0,144
LUNCANI,HD,107,5,3,0,8,22,8,0,30
URSICI,HD,52,3,5,0,8,11,8,0,19
ALUN,HD,64,5,5,0,10,24,7,0,31
TÎRSA,HD,169,5,4,0,9,76,11,0,87
BRĂNIŞCA,HD,523,26,13,11,50,94,32,11,137
BOZ,HD,367,9,3,0,12,63,27,0,90
ROVINA,HD,187,12,4,0,16,39,12,0,51
TÎRNAVA,HD,100,4,2,0,6,21,15,0,36
TÎRNĂVIŢA,HD,143,7,2,0,9,31,11,0,42
"BRETEA ROMÂNĂ",HD,231,12,9,0,21,65,18,0,83
"BRETEA STREIULUI",HD,217,21,9,0,30,65,16,0,81
RUŞI,HD,210,9,6,0,15,62,12,1,75
BĂŢĂLAR,HD,201,11,5,0,16,66,10,0,76
"OCOLIŞU MARE",HD,176,10,4,0,14,78,28,0,106
COVRAGIU,HD,135,3,6,0,9,38,10,0,48
GÎNŢAGA,HD,230,17,3,0,20,80,11,0,91
MĂCEU,HD,263,5,6,0,11,63,13,0,76
PLOPI,HD,225,6,4,0,10,70,11,0,81
"VÎLCELELE BUNE",HD,324,27,8,0,35,111,20,0,131
VÎLCELE,HD,221,12,5,1,18,100,21,1,122
BUCEŞ,HD,131,11,3,0,14,45,23,0,68
BUCEŞ-VULCAN,HD,180,2,0,0,2,52,11,0,63
DUPĂPIATRĂ,HD,402,7,0,0,7,75,9,0,84
GROHOŢELE,HD,165,9,4,0,13,32,7,0,39
MIHĂILENI,HD,350,12,2,0,14,65,8,0,73
STĂNIJA,HD,322,10,3,0,13,54,6,0,60
BUCUREŞCI,HD,505,18,1,0,19,108,3,0,111
CURECHIU,HD,273,25,2,0,27,145,14,0,159
ROVINA,HD,129,3,4,0,7,30,6,0,36
MERIŞOR,HD,73,3,3,0,6,21,4,0,25
ŞESURI,HD,344,23,2,0,25,158,9,0,167
"BULZEŞTII DE SUS",HD,137,11,3,0,14,57,33,0,90
"BULZEŞTII DE JOS",HD,95,12,2,0,14,29,10,0,39
BUNILA,HD,66,6,0,0,6,20,7,0,27
"CERNIŞOARA FLORESE",HD,170,12,2,0,14,64,13,0,77
"POIENIŢA VOINII",HD,68,10,2,0,12,40,11,0,51
BURJUC,HD,140,12,5,0,17,44,13,0,57
TĂTĂRĂŞTI,HD,149,10,6,0,16,46,28,0,74
TISA,HD,94,5,0,0,5,18,8,0,26
GLODGHILEŞTI,HD,168,13,0,0,13,82,0,0,82
BRĂDĂŢEL,HD,119,3,5,0,8,27,11,0,38
CÂRJIŢI,HD,107,7,4,0,11,31,16,0,47
CHERGHEŞ,HD,73,6,4,0,10,32,10,0,42
POPEŞTI,HD,114,4,8,0,12,41,23,0,64
"ALMAŞU SEC",HD,167,17,3,0,20,54,17,0,71
COZIA,HD,134,10,0,0,10,34,13,0,47
CERBĂL,HD,177,26,6,0,32,87,23,0,110
FEREGI,HD,112,12,3,0,15,58,14,0,72
"POIANA RĂCHIŢELII",HD,101,7,4,0,11,53,12,0,65
"CERTEJU DE SUS",HD,1238,77,6,0,83,236,14,0,250
HONDOL,HD,443,23,2,0,25,98,14,0,112
SĂCĂRÎMB,HD,143,5,4,0,9,20,13,0,33
"BOCŞA MICĂ",HD,91,18,4,0,22,45,7,0,52
MĂGURA-TOPLIŢA,HD,84,14,1,0,15,38,5,0,43
"TOPLIŢA MUREŞULUI",HD,72,4,4,0,8,15,14,0,29
NOJAG,HD,202,8,8,0,16,36,14,0,50
VĂRMAGA,HD,246,6,7,0,13,66,26,0,92
ZDRAPŢI,HD,741,20,9,0,29,124,21,0,145
CRIŞCIOR,HD,2592,90,11,0,101,455,48,0,503
DENSUŞ,HD,499,29,18,0,47,216,46,0,262
PEŞTEANA,HD,300,16,1,0,17,119,21,0,140
PEŞTENIŢA,HD,217,16,2,0,18,61,6,0,67
ŞTEI,HD,158,11,5,0,16,92,19,0,111
POIENI,HD,70,5,5,0,10,35,7,0,42
DOBRA,HD,1313,52,20,0,72,370,90,0,460
LĂPUŞNIC,HD,395,14,8,0,22,88,25,0,113
RĂDULEŞTI,HD,153,5,7,0,12,45,10,0,55
STÎNCEŞTI,HD,105,9,6,0,15,38,9,0,47
ROŞCANI,HD,561,28,6,0,34,149,20,0,169
PANC,HD,145,16,7,0,23,52,17,0,69
"GENERAL BERTHELOT",HD,542,17,6,0,23,128,10,0,138
TUŞTEA,HD,227,13,3,0,16,66,13,0,79
GHELARI,HD,1531,68,3,0,71,349,24,0,373
RUDA,HD,138,14,6,0,20,44,14,0,58
PLOP,HD,23,11,7,0,18,12,13,0,25
GOVĂJDIA,HD,76,3,0,0,3,10,12,0,22
GURASADA,HD,598,15,3,0,18,113,33,0,146
CÎMPURI-SURDUC,HD,364,37,3,0,40,103,17,0,120
"BOIU DE SUS",HD,95,2,3,0,5,20,5,0,25
CĂRMĂZĂNEŞTI,HD,93,5,3,0,8,16,10,0,26
HĂRĂU,HD,662,22,7,0,29,75,15,0,90
BANPOTOC,HD,389,14,1,0,15,121,26,0,147
BÎRSĂU,HD,426,13,4,0,17,92,16,0,108
CHIMINDIA,HD,312,25,8,0,33,83,18,0,101
ILIA,HD,1456,97,10,0,107,346,32,0,378
"BRETEA MUREŞANĂ",HD,507,20,11,0,31,75,27,0,102
SÎRBI,HD,358,5,0,0,5,43,3,0,46
"VALEA LUNGĂ",HD,89,7,4,0,11,26,9,0,35
BACEA,HD,307,14,4,0,18,74,10,0,84
BRÎZNIC,HD,183,15,12,0,27,63,27,0,90
SĂCĂMAŞ,HD,174,6,2,0,8,37,6,0,43
"LĂPUGIU DE JOS",HD,381,11,5,0,16,62,29,0,91
OHABA,HD,406,23,7,0,30,145,73,0,218
"LĂPUGIU DE SUS",HD,306,17,7,0,24,133,24,0,157
LELESE,HD,162,5,2,0,7,45,9,0,54
CERIŞOR,HD,83,2,5,0,7,29,11,0,40
"RUNCU MARE",HD,86,2,2,0,4,31,6,0,37
"LUNCA CERNII DE JOS",HD,382,4,3,0,7,108,17,0,125
NEGOIU,HD,155,3,2,0,5,47,10,0,57
MERIA,HD,223,9,1,0,10,41,6,0,47
"LUNCOIU DE JOS",HD,886,25,1,0,26,187,15,0,202
"LUNCOIU DE SUS",HD,631,17,6,0,23,144,18,0,162
MĂRTINEŞTI,HD,233,12,9,0,21,55,23,0,78
"DÎNCU MARE",HD,196,12,3,0,15,91,30,0,121
"DÎNCU MIC",HD,88,10,10,1,21,30,37,1,68
JELEDINŢI,HD,214,8,2,0,10,40,11,0,51
TĂMĂŞASA,HD,93,4,5,0,9,28,18,0,46
"ORĂŞTIOARA DE SUS",HD,408,13,3,0,16,70,11,0,81
BUCIUM,HD,269,13,0,0,13,88,14,0,102
"LUDEŞTII DE JOS",HD,284,7,5,0,12,76,11,0,87
COSTEŞTI,HD,425,16,15,0,31,85,40,0,125
"GRĂDIŞTEA DE MUNTE",HD,138,4,4,0,8,46,11,0,57
"OCOLIŞU MIC",HD,303,13,2,0,15,68,16,0,84
"PESTIŞU MIC",HD,178,21,1,0,22,69,3,0,72
"ALMAŞU MIC",HD,55,5,8,0,13,9,10,0,19
CIULPĂZ,HD,93,6,0,0,6,28,7,0,35
JOSANI,HD,171,18,3,0,21,84,7,0,91
MĂNERĂU,HD,246,30,6,0,36,90,13,0,103
NANDRU,HD,139,13,5,0,18,58,15,0,73
"VALEA NANDRULUI",HD,124,8,1,0,9,34,9,0,43
PUI,HD,684,37,4,0,41,148,23,0,171
RUŞOR,HD,272,17,5,0,22,80,9,0,89
BĂIEŞTI,HD,191,17,5,0,22,63,20,1,84
GALAŢI,HD,394,17,4,0,21,132,11,0,143
FIZEŞTI,HD,263,10,0,0,10,46,2,0,48
ŞEREL,HD,368,12,4,0,16,115,17,0,132
"RÎU BĂRBAT",HD,152,9,0,0,9,39,9,0,48
