nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
GÎNGIOVA,DJ,1159,28,5,0,33,146,22,0,168
COMOŞTENI,DJ,845,27,5,0,32,152,23,0,175
GOGOŞU,DJ,184,22,20,0,42,68,33,0,101
GOGOŞIŢA,DJ,154,11,3,0,14,76,26,0,102
ŞTEFĂNEL,DJ,152,11,5,0,16,84,40,0,124
GOICEA,DJ,2102,390,88,59,537,767,191,61,1019
GOIEŞTI,DJ,1150,48,14,0,62,276,69,0,345
MOGOŞEŞTI,DJ,483,18,10,0,28,96,19,0,115
MĂLĂEŞTI,DJ,480,28,9,0,37,159,34,0,193
ŢANDĂRA,DJ,432,37,12,0,49,144,28,0,172
BĂRBOI,DJ,309,57,14,10,81,113,34,10,157
GRECEŞTI,DJ,232,42,17,5,64,128,53,5,186
BUSU,DJ,541,73,13,11,97,240,39,11,290
GROPANELE,DJ,240,18,5,0,23,80,20,0,100
IŞALNIŢA,DJ,3434,238,74,59,371,1588,230,80,1898
IZVOARE,DJ,967,95,35,0,130,245,105,28,378
CORLATE,DJ,269,116,35,14,165,212,61,21,294
ÎNTORSURA,DJ,1220,94,26,0,120,282,85,0,367
LEU,DJ,2979,142,42,0,184,859,164,0,1023
ZĂNOAGA,DJ,954,25,11,0,36,203,59,0,262
LIPOVU,DJ,2174,23,8,0,31,92,21,0,113
"LIPOVU DE SUS",DJ,164,4,6,0,10,9,12,0,21
MAGLAVIT,DJ,2861,95,22,0,117,545,101,1,647
"MALU MARE",DJ,2173,72,24,0,96,283,66,7,356
PREAJBA,DJ,2020,33,9,0,42,208,65,0,273
"MĂCEŞU DE JOS",DJ,805,74,36,0,110,407,116,11,534
SĂPATA,DJ,266,22,31,0,53,86,55,0,141
"MĂCEŞU DE SUS",DJ,1037,97,21,0,118,228,38,0,266
MELINEŞTI,DJ,945,52,12,20,84,233,47,20,300
NEGOIEŞTI,DJ,1172,59,14,0,73,256,50,0,306
BODĂIEŞTI,DJ,606,24,5,0,29,99,17,0,116
"BODĂIEŞTII DE SUS",DJ,243,5,5,0,10,56,11,0,67
SPINENI,DJ,257,54,14,0,68,112,26,1,139
MISCHII,DJ,500,68,56,0,124,175,111,0,286
MLECĂNEŞTI,DJ,442,55,22,0,77,182,63,0,245
URECHEŞTI,DJ,404,36,17,0,53,149,79,0,228
CĂLINEŞTI,DJ,108,17,17,0,34,49,29,0,78
MÎRŞANI,DJ,3789,279,22,0,301,1170,121,59,1350
"MOŢĂŢEI GARĂ",DJ,693,37,3,0,40,134,12,0,146
MOŢĂŢEI,DJ,4510,194,14,0,208,945,70,0,1015
DOBRIDOR,DJ,642,25,8,0,33,145,29,0,174
MURGAŞI,DJ,863,133,44,0,177,385,103,12,500
"BALOTA DE JOS",DJ,716,237,35,0,272,440,63,0,503
VELESTI,DJ,379,67,26,0,93,349,55,0,404
NEGOI,DJ,1725,129,19,20,168,477,49,37,563
ORODEL,DJ,944,98,13,0,111,377,40,0,417
CORNU,DJ,431,35,14,0,49,144,41,0,185
TEIU,DJ,184,39,5,0,44,75,9,0,84
CĂLUGĂREI,DJ,517,84,11,0,95,274,47,0,321
OSTROVENI,DJ,2798,241,47,0,288,1123,119,0,1242
LIŞTEAVA,DJ,1228,87,13,0,100,439,33,0,472
PERIŞOR,DJ,1156,27,12,0,39,223,98,0,321
MĂRĂCINELE,DJ,217,5,5,0,10,51,28,0,79
PIELEŞTI,DJ,2576,50,119,0,169,206,191,0,397
CÎMPENI,DJ,626,21,4,0,25,89,15,0,104
"PISCU VECHI",DJ,1932,564,32,0,596,1045,81,0,1126
PISCULEŢ,DJ,246,87,6,0,93,122,15,0,137
PLENIŢA,DJ,3066,235,18,48,301,902,78,58,1038
"CASTRELE TRAIANE",DJ,654,43,4,0,47,161,13,10,184
PLEŞOI,DJ,1027,150,32,0,182,633,82,0,715
BRANIŞTE,DJ,678,74,17,0,91,167,37,0,204
"BALTA VERDE",DJ,425,33,10,0,43,90,20,0,110
PODARI,DJ,3332,95,8,4,107,455,73,5,533
LIVEZI,DJ,753,26,8,0,34,103,22,0,125
"GURA VĂII",DJ,372,28,13,0,41,94,28,0,122
"POIANA MARE",DJ,7406,376,38,139,553,1355,115,140,1610
"TUNARII VECHI",DJ,1084,37,5,0,42,189,17,0,206
"TUNARII NOI",DJ,415,17,10,0,27,126,17,0,143
PREDEŞTI,DJ,1669,111,52,0,163,438,201,0,639
RADOVAN,DJ,814,63,9,0,72,267,68,0,335
FÎNTÎNELE,DJ,77,3,6,0,9,22,19,0,41
TÎRNAVA,DJ,149,18,8,0,26,44,32,0,76
RAST,DJ,2864,188,28,0,216,631,70,0,701
"ROBĂNEŞTII DE JOS",DJ,505,37,14,0,51,176,46,3,225
GOLFIN,DJ,503,34,12,0,46,154,50,0,204
"LĂCRIŢA MARE",DJ,476,40,8,0,48,173,55,0,228
"ROBĂNEŞTII DE SUS",DJ,509,48,8,0,56,190,32,1,223
ROJIŞTE,DJ,1456,353,74,0,427,529,98,0,627
TÂMBUREŞTI,DJ,525,99,12,0,111,212,34,0,246
SADOVA,DJ,5691,392,36,29,457,2158,134,29,2321
"PISCU SADOVEI",DJ,958,95,3,0,98,282,16,0,298
SĂLCUŢA,DJ,877,57,5,0,62,113,20,0,133
TENCĂNĂU,DJ,674,19,0,0,19,115,0,0,115
SCĂEŞTI,DJ,894,86,21,0,107,351,84,12,447
"VALEA LUI PĂTRU",DJ,758,50,12,0,62,234,36,2,272
"SEACA DE CÎMP",DJ,780,65,5,0,70,245,38,37,320
"PISCU NOU",DJ,742,85,16,0,101,279,56,12,347
"SEACA DE PĂDURE",DJ,322,103,32,0,135,197,76,7,280
VELENI,DJ,315,50,7,0,57,149,38,0,187
"RĂCHITA DE SUS",DJ,141,27,7,0,34,68,26,6,100
SECU,DJ,648,46,16,0,62,307,58,0,365
"SMADOVICIOARA DE SECU",DJ,167,18,2,0,20,110,7,0,117
"SILIŞTEA CRUCII",DJ,1241,37,4,0,41,122,36,0,158
SOPOT,DJ,393,68,37,0,105,192,88,0,280
BELOŢ,DJ,255,40,36,0,76,118,68,0,186
SÎRSCA,DJ,141,12,13,0,25,43,43,0,86
BAŞCOV,DJ,293,29,13,0,42,168,24,0,192
PIETROAIA,DJ,344,12,2,0,14,79,22,0,101
ALBEŞTI,DJ,843,43,9,0,52,123,39,0,162
DUDOVICEŞTI,DJ,741,19,8,0,27,91,40,0,131
FLOREŞTI,DJ,594,18,8,0,26,70,32,0,102
IZVOR,DJ,564,12,5,0,17,110,22,0,132
LEŞILE,DJ,751,24,8,0,32,140,35,0,175
MILEŞTI,DJ,684,21,9,0,30,79,28,0,107
TĂLPAŞ,DJ,1001,63,16,0,79,364,69,0,433
TEASC,DJ,1358,26,4,0,30,246,39,0,285
SECUI,DJ,1187,46,14,0,60,230,43,0,273
TERPEZIŢA,DJ,710,83,30,0,113,367,105,21,493
CĂCIULATU,DJ,279,60,21,0,81,144,33,9,186
LAZU,DJ,272,44,18,0,62,132,41,13,186
TESLUI,DJ,471,78,20,0,98,169,46,0,215
"PREAJBA DE PĂDURE",DJ,662,159,29,0,188,328,57,0,385
ŢĂRŢĂL,DJ,274,63,12,0,75,130,31,0,161
URIENI,DJ,430,81,10,0,91,166,27,0,193
ŢUGLUI,DJ,2200,172,10,0,182,534,53,0,587
JIUL,DJ,217,24,13,0,37,80,25,0,105
UNIREA,DJ,3071,152,84,0,236,823,232,42,1097
URZICUŢA,DJ,1870,70,15,0,85,361,51,5,417
"URZICA MARE",DJ,391,19,13,0,32,84,24,0,108
"VALEA STANCIULUI",DJ,2399,148,38,0,186,653,136,0,789
"HOREZU POENARI",DJ,1931,140,15,0,155,516,58,0,574
VELA,DJ,346,76,29,0,105,148,49,7,204
BUCOVICIOR,DJ,323,19,2,0,21,104,20,0,124
ŞTIUBEI,DJ,82,22,9,0,31,37,17,7,61
GUBAUCEA,DJ,502,44,7,10,61,231,21,10,262
SUHARU,DJ,218,41,12,6,59,93,25,6,124
VERBIŢA,DJ,654,37,8,0,45,205,23,0,228
VERBICIOARA,DJ,387,56,9,0,65,120,24,0,144
VÎRTOP,DJ,1339,205,20,0,225,904,88,0,992
VÎRVOR,DJ,524,38,13,0,51,172,48,3,223
"VÎRVORU DE JOS",DJ,967,46,45,0,91,268,113,26,407
CIUTURA,DJ,594,37,22,0,59,227,85,22,334
"TÎRGU JIU",GJ,74689,3194,250,252,3696,10404,772,367,11543
ROMANEŞTI,GJ,736,19,3,0,22,150,13,0,163
DRĂGOENI,GJ,1482,46,5,0,51,204,11,0,215
BÎRSEŞTI,GJ,1512,61,1,0,62,256,14,0,270
IEZURENI,GJ,745,28,2,0,30,117,15,0,132
URSAŢI,GJ,596,11,4,0,15,124,6,0,130
MOTRU,GJ,15651,702,69,1,772,1902,157,1,2060
LEURDA,GJ,665,20,4,0,24,76,7,0,83
HORĂŞTI,GJ,419,11,2,0,13,63,11,0,74
PLOŞTINA,GJ,1086,38,5,0,43,291,9,0,300
ROŞIUŢA,GJ,495,23,2,0,25,165,13,0,178
RÎPA,GJ,284,13,3,0,16,53,5,0,58
BUMBEŞTI-JIU,GJ,6663,253,46,0,299,870,106,20,996
TETILA,GJ,1112,21,4,0,25,132,8,0,140
CURTIŞOARA,GJ,595,13,0,0,13,97,22,0,119
NOVACI,GJ,2791,57,13,0,70,430,66,18,514
POCIOVALIŞTEA,GJ,1459,26,10,0,36,173,41,0,214
BERCEŞTI,GJ,554,23,4,0,27,134,10,0,144
ROVINARI,GJ,10295,296,29,0,325,904,68,4,976
VÎRT,GJ,564,12,8,0,20,62,13,0,75
TISMANA,GJ,1798,73,27,0,100,326,74,0,400
CELEI,GJ,757,13,4,0,17,59,21,0,80
TOPEŞTI,GJ,862,20,3,0,23,107,17,0,124
POCRUIA,GJ,877,28,3,0,31,129,28,0,157
SOHODOL,GJ,752,10,3,0,13,96,6,0,102
COSTENI,GJ,907,32,6,0,38,94,19,0,113
"TÎRGU CĂRBUNEŞTI",GJ,4181,161,27,45,233,586,75,51,712
CREŢEŞTI,GJ,744,16,3,0,19,84,11,0,95
POJOGENI,GJ,850,37,8,0,45,164,40,0,204
ŞTEFĂNEŞTI,GJ,438,21,5,0,26,130,25,0,155
CĂRBUNEŞTI-SAT,GJ,558,26,5,0,31,144,20,0,164
COJANI,GJ,327,8,1,0,9,74,21,0,95
TURCENI,GJ,4060,123,10,19,152,520,57,19,596
MURGEŞTI,GJ,629,19,1,0,20,128,7,0,135
GÂRBOVU,GJ,747,17,3,0,20,163,12,0,175
"STRÂMBA JIU",GJ,1262,59,7,1,67,322,49,1,372
ŢICLENI,GJ,3962,146,9,0,155,592,42,0,634
ALBENI,GJ,1783,93,6,0,99,390,50,0,440
BOLBOCEŞTI,GJ,436,16,1,0,17,104,8,0,112
PRUNEŞTI,GJ,120,4,0,0,4,21,3,0,24
ALIMPEŞTI,GJ,1497,35,14,0,49,354,51,3,408
ANINOASA,GJ,1115,22,3,0,25,102,14,0,116
GROŞEREA,GJ,467,13,5,0,18,52,21,0,73
COSTEŞTI,GJ,808,11,7,0,18,64,13,0,77
STERPOAIA,GJ,701,9,5,0,14,130,16,0,146
ARCANI,GJ,1120,47,20,0,67,314,127,6,447
"BAIA DE FIER",GJ,2844,71,9,0,80,498,40,0,538
CERNĂDIA,GJ,679,44,7,0,51,182,19,0,201
BĂLĂNEŞTI,GJ,655,22,20,0,42,215,80,0,295
"VOITEŞTII DE VALE",GJ,522,22,19,0,41,277,97,0,374
GLODENI,GJ,654,51,12,0,63,369,81,0,450
CORNEŞTI,GJ,692,18,5,0,23,125,24,0,149
RASOVA,GJ,417,19,5,0,24,97,23,0,120
STOLOJANI,GJ,568,24,8,0,32,105,30,9,144
TĂLPĂŞEŞTI,GJ,474,12,6,0,18,99,24,0,123
TĂMĂŞEŞTI,GJ,546,19,5,0,24,100,18,0,118
BĂLEŞTI,GJ,1724,47,6,0,53,310,35,0,345
CEAURU,GJ,1953,54,6,0,60,264,24,0,288
BĂRBĂTEŞTI,GJ,723,39,3,0,42,182,29,0,211
PETREŞTI,GJ,665,28,9,0,37,103,33,0,136
BENGEŞTI,GJ,1246,20,1,0,21,164,43,0,207
BĂLCEŞTI,GJ,615,24,13,0,37,202,65,0,267
CIOCADIA,GJ,795,24,7,0,31,134,27,0,161
BERLEŞTI,GJ,699,14,6,0,20,82,15,0,97
"PÎRÎU VIU",GJ,996,11,3,0,14,93,21,0,114
BÎLTENI,GJ,1668,74,6,0,80,261,19,0,280
"PEŞTEANA JIU",GJ,1765,106,6,0,112,309,19,0,328
MOI,GJ,843,42,8,0,50,190,19,0,209
COCORENI,GJ,1081,21,3,0,24,143,16,0,159
VLĂDULENI,GJ,878,58,9,0,67,147,15,0,162
BOLBOŞI,GJ,912,36,1,0,37,154,11,0,165
BĂLĂCEŞTI,GJ,541,17,2,0,19,83,5,0,88
VALEA,GJ,1130,12,3,0,15,115,15,0,130
BORĂSCU,GJ,942,32,2,0,34,213,22,0,235
"MENŢII DIN DOS",GJ,585,12,4,0,16,138,13,0,151
MILUTA,GJ,508,18,6,0,24,73,9,0,82
CALAPĂRU,GJ,655,77,4,0,81,214,24,0,238
"CAPU DEALULUI",GJ,660,41,11,0,52,144,30,0,174
BRĂNEŞTI,GJ,573,10,2,0,12,58,19,0,77
PÎRÎU,GJ,485,5,1,0,6,51,10,0,61
BĂDEŞTI,GJ,175,5,0,0,5,15,5,0,20
BUMBEŞTI-PIŢIC,GJ,1041,15,6,0,21,123,35,0,158
CÎRLIGEI,GJ,177,2,0,0,2,23,14,0,37
POIENARI,GJ,585,12,3,0,15,73,15,0,88
BUSTUCHIN,GJ,915,24,6,0,30,170,21,0,191
"POIANA SECIURI",GJ,735,20,2,0,22,143,16,0,159
"VALEA POJARULUI",GJ,336,11,1,0,12,68,5,0,73
POIENIŢA,GJ,308,24,6,0,30,86,16,0,102
POJARU,GJ,402,13,10,0,23,52,16,0,68
CĂPRENI,GJ,803,18,2,0,20,137,32,4,173
"SATU NOU",GJ,538,10,4,0,14,149,29,5,183
BULBUCENI,GJ,375,22,6,0,28,116,19,0,135
"VALEA PERILOR",GJ,580,29,9,0,38,170,23,0,193
"VALEA MÎNĂSTIRII",GJ,364,11,0,0,11,90,11,0,101
LUPOAIA,GJ,770,17,7,0,24,156,19,0,175
"DEALU VIILOR",GJ,494,9,2,0,11,157,19,0,176
CIUPERCENI,GJ,420,15,7,0,22,90,37,0,127
"STRÎMBA VULCAN",GJ,291,8,3,0,11,50,30,0,80
VÎRTOPU,GJ,321,8,4,0,12,33,11,0,44
"PEŞTEANA VULCAN",GJ,257,14,9,0,23,53,33,0,86
CÎLNIC,GJ,659,22,9,0,31,104,38,0,142
"CÎLNICU DE SUS",GJ,652,27,4,0,31,106,28,0,134
HODOREASCA,GJ,330,22,5,0,27,49,13,0,62
PINOASA,GJ,196,20,5,0,25,48,16,0,64
CĂRPINIŞ,GJ,1594,77,10,0,87,341,40,0,381
DRĂGOIEŞTI,GJ,1040,28,29,0,57,183,67,0,250
DUMBRĂVENI,GJ,733,34,5,0,39,206,26,0,232
"ANINIŞU DIN VALE",GJ,777,24,4,0,28,176,17,0,193
CRUŞET,GJ,1345,19,6,0,25,190,55,0,245
MĂIAG,GJ,626,11,8,0,19,98,24,0,122
SLĂVUŢA,GJ,507,13,6,0,19,83,30,0,113
DĂNCIULEŞTI,GJ,655,20,6,0,26,90,40,0,130
RĂDINEŞTI,GJ,503,8,2,0,10,66,20,0,86
OBÎRŞIA,GJ,469,11,5,0,16,84,21,0,105
BRĂTUIA,GJ,751,26,8,0,34,182,45,0,227
DĂNEŞTI,GJ,1137,24,1,0,25,265,50,0,315
VĂCAREA,GJ,718,28,9,0,37,215,39,0,254
ŞASA,GJ,576,16,13,0,29,137,60,0,197
DRĂGOTEŞTI,GJ,990,15,2,0,17,128,17,0,145
COROBĂI,GJ,1124,26,6,0,32,141,13,0,154
DRĂGUŢEŞTI,GJ,894,28,9,0,37,165,21,0,186
IAŞI-GORJ,GJ,835,19,1,0,20,130,14,0,144
URECHEŞTI,GJ,747,34,3,0,37,176,31,0,207
TÎLVEŞTI,GJ,534,38,3,0,41,223,28,7,258
CÎRBEŞTI,GJ,1233,32,0,0,32,195,11,0,206
FĂRCĂŞEŞTI,GJ,583,18,7,0,25,128,23,0,151
"ROŞIA JIU",GJ,656,17,2,0,19,103,14,0,117
"PEŞTEANA DE JOS",GJ,679,27,5,0,32,165,21,0,186
TIMIŞENI,GJ,115,3,5,0,8,18,17,0,35
"VALEA CU APĂ",GJ,650,17,2,0,19,122,10,0,132
IORMĂNEŞTI,GJ,518,33,11,0,44,170,32,0,202
GLOGOVA,GJ,598,33,4,0,37,161,45,0,206
OLTEANU,GJ,450,18,8,0,26,127,26,0,153
GODINEŞTI,GJ,861,40,13,0,53,139,55,0,194
CÎLCEŞTI,GJ,260,15,10,0,25,51,36,0,87
"PÎRÎU DE PRIPOR",GJ,327,23,4,0,27,83,10,0,93
"PÎRÎU DE VALE",GJ,167,24,8,0,32,51,33,0,84
HUREZANI,GJ,1148,24,13,0,37,305,93,0,398
PLOPU,GJ,146,10,4,0,14,64,36,0,100
IONEŞTI,GJ,966,22,4,0,26,221,19,0,240
ILIEŞTI,GJ,438,26,5,0,31,99,12,0,111
PICU,GJ,530,27,5,0,32,147,13,0,160
VIDIN,GJ,227,10,0,0,10,38,5,0,43
"PÎRÎU BOIA",GJ,286,21,4,0,25,78,12,0,90
JUPÎNEŞTI,GJ,559,14,2,0,16,90,16,0,106
VIERŞANI,GJ,663,15,2,0,17,70,33,0,103
LELEŞTI,GJ,1031,46,15,0,61,283,71,0,354
FRĂTEŞTI,GJ,271,16,7,0,23,96,46,0,142
RASOVIŢA,GJ,183,8,7,0,15,52,19,0,71
LICURICI,GJ,624,26,10,0,36,128,34,0,162
NEGRENI,GJ,566,15,10,0,25,65,14,0,79
TOTEA,GJ,619,12,4,0,16,107,17,0,124
FRUNZA,GJ,590,14,4,0,18,111,26,0,137
"TÎRGU LOGREŞTI",GJ,570,22,6,0,28,161,35,0,196
"LOGREŞTI MOŞTENI",GJ,464,9,1,0,10,99,15,0,114
MĂRU,GJ,291,11,5,0,16,70,18,0,88
SEACA,GJ,247,6,4,0,10,55,12,0,67
MĂTĂSARI,GJ,3056,88,8,0,96,300,31,1,332
BRĂDET,GJ,539,6,3,0,9,53,5,0,58
RUNCUREL,GJ,237,13,1,0,14,41,2,0,43
CROICI,GJ,292,15,4,0,19,39,6,0,45
MUŞETEŞTI,GJ,743,14,5,0,19,147,30,0,177
STĂNCEŞTI,GJ,465,13,4,0,17,96,16,0,112
GRUI,GJ,453,15,4,0,19,71,14,0,85
NEGOMIR,GJ,1107,34,3,0,37,296,18,0,314
ARTANU,GJ,951,37,6,0,43,270,22,0,292
CONDEIEŞTI,GJ,813,36,11,0,47,243,30,0,273
CĂLUGĂRENI,GJ,915,28,6,0,34,187,21,0,208
PADEŞ,GJ,1302,28,11,0,39,253,42,0,295
"MOTRU SEC",GJ,1715,44,11,0,55,421,41,0,462
CERNA-SAT,GJ,51,4,0,0,4,21,17,0,38
PEŞTIŞANI,GJ,2649,58,29,0,87,423,119,0,542
BRĂDICENI,GJ,523,19,11,0,30,120,54,0,174
PLOPŞORU,GJ,1928,41,3,12,56,300,24,11,335
PISCURI,GJ,1018,38,3,0,41,290,33,5,328
VĂLENI,GJ,1493,76,4,0,80,324,15,0,339
POLOVRAGI,GJ,1870,72,19,0,91,521,77,1,599
RACOVIŢA,GJ,375,22,14,0,36,123,39,0,162
PRIGORIA,GJ,357,7,10,0,17,47,24,0,71
CĂLUGĂREASA,GJ,484,13,4,0,17,88,19,0,107
NEGOIEŞTI,GJ,252,4,0,0,4,29,6,0,35
DOBRANA,GJ,323,8,2,0,10,36,8,0,44
BUCŞANA,GJ,661,8,0,0,8,54,5,0,59
ZORLEŞTI,GJ,353,8,1,0,9,49,14,0,63
"ROŞIA DE AMARADIA",GJ,1129,12,2,0,14,153,15,0,168
SECIURILE,GJ,587,5,0,0,5,72,11,0,83
RUGET,GJ,488,10,1,0,11,85,8,0,93
ŞITOAIA,GJ,268,1,3,0,4,30,6,0,36
"VALEA MARE",GJ,674,32,6,0,38,246,32,0,278
BÎLTA,GJ,1398,57,9,0,66,693,97,0,790
RUNCU,GJ,1171,33,8,0,41,287,73,0,360
DOBRIŢA,GJ,794,51,16,10,77,299,84,10,393
SUSENI,GJ,241,18,20,9,47,97,49,50,196
SAMARINEŞTI,GJ,1123,66,19,0,85,388,76,3,467
LARGA,GJ,346,22,9,0,31,111,33,0,144
SĂCELU,GJ,1247,29,13,0,42,200,70,0,270
SĂULEŞTI,GJ,1231,49,12,0,61,243,59,0,302
BIBEŞTI,GJ,622,32,6,0,38,141,40,0,181
SÎMBOTIN,GJ,472,22,0,0,22,120,15,0,135
GORNĂCEL,GJ,483,6,5,0,11,75,8,0,83
SCHELA,GJ,513,28,7,0,35,101,24,0,125
BUDIENI,GJ,602,38,6,0,44,199,60,2,261
"PIŞTEŞTII DIN DEAL",GJ,874,63,7,0,70,144,25,0,169
COPĂCIOASA,GJ,702,32,8,2,42,122,27,2,151
SCOARŢA,GJ,727,23,13,0,36,124,64,0,188
BOBU,GJ,969,23,15,0,38,131,59,0,190
SLIVILEŞTI,GJ,859,36,6,0,42,120,23,0,143
STRÎMTU,GJ,417,28,9,0,37,137,28,0,165
MICULEŞTI,GJ,776,6,0,0,6,69,11,0,80
SURA,GJ,603,19,3,0,22,50,11,0,61
STĂNEŞTI,GJ,1134,19,3,0,22,175,42,0,217
CURPEN,GJ,755,7,7,0,14,66,16,0,82
STEJARI,GJ,840,17,6,0,23,72,25,0,97
PISCOIU,GJ,702,12,3,0,15,45,10,0,55
BALOŞANI,GJ,419,10,2,0,12,42,22,0,64
STOINA,GJ,1218,46,26,0,72,236,82,0,318
PĂIŞANI,GJ,666,17,1,0,18,131,25,0,156
TELEŞTI,GJ,1047,43,16,0,59,275,74,0,349
BUDUHALA,GJ,672,18,4,0,22,164,33,0,197
ŞOMĂNEŞTI,GJ,571,27,3,0,30,180,26,0,206
TURBUREA,GJ,1171,67,16,9,92,374,68,9,451
ŞIPOTU,GJ,726,56,8,22,86,226,43,23,292
POIANA,GJ,1193,56,10,18,84,366,42,18,426
COCOROVA,GJ,407,22,3,4,29,89,9,4,102
TURCINEŞTI,GJ,1337,30,3,0,33,299,34,0,333
RUGI,GJ,497,8,3,0,11,46,19,0,65
ŢÎNŢĂRENI,GJ,1871,84,0,0,84,330,8,0,338
FLOREŞTI,GJ,2326,158,14,0,172,560,42,0,602
CHICIORA,GJ,249,10,6,0,16,74,21,0,95
FÎNTÎNELE,GJ,788,24,0,0,24,184,12,0,196
URDARI,GJ,1345,28,5,0,33,267,14,0,281
HOTĂROASA,GJ,459,5,0,0,5,53,8,0,61
VĂGIULEŞTI,GJ,1097,17,7,0,24,144,36,0,180
COVRIGI,GJ,1006,27,2,0,29,143,26,0,169
ANDREEŞTI,GJ,870,14,6,0,20,119,44,0,163
VLADIMIR,GJ,901,6,6,0,12,66,27,0,93
FRASIN,GJ,561,8,7,0,15,78,26,0,104
GALAŢI,GL,261249,13870,838,506,15214,37545,1812,568,39925
TECUCI,GL,36334,1556,141,1,1698,5729,389,1,6119
BEREŞTI,GL,2688,69,4,0,73,475,41,1,517
"TÎRGU BUJOR",GL,3989,124,23,0,147,594,62,20,676
MOSCU,GL,1035,35,6,2,43,207,21,2,230
UMBRĂREŞTI,GL,915,15,3,0,18,148,9,0,157
BARCEA,GL,3818,105,14,0,119,718,43,3,764
PODOLENI,GL,1245,22,0,0,22,213,10,0,223
BĂLĂBĂNEŞTI,GL,625,31,10,0,41,165,40,0,205
BURSUCANI,GL,495,11,3,0,14,88,10,0,98
LUNGEŞTI,GL,476,27,5,0,32,160,19,0,179
BĂLĂŞEŞTI,GL,933,23,5,0,28,257,25,0,282
"CIUREŞTII NOI",GL,420,14,7,0,21,109,37,0,146
CIUREŞTI,GL,267,7,0,0,7,74,23,0,97
PUPEZENI,GL,151,6,4,0,10,56,21,0,77
BĂLENI,GL,1954,53,14,0,67,199,41,0,240
ROŞCANI,GL,495,12,2,0,14,128,16,0,144
BĂNEASA,GL,1217,69,7,0,76,379,26,10,415
BEREŞTI-MERIA,GL,435,11,6,0,17,84,19,0,103
SLIVNA,GL,565,8,4,0,12,60,26,0,86
PURICANI,GL,223,20,6,0,26,63,28,0,91
ALDEŞTI,GL,365,16,2,0,18,102,7,0,109
PLEŞA,GL,534,14,6,0,20,107,25,0,132
BALINTEŞTI,GL,801,22,8,0,30,202,34,0,236
BRANIŞTEA,GL,2268,63,3,0,66,286,25,0,311
"VASILE ALECSANDRI",GL,893,30,9,0,39,175,31,0,206
TRAIAN,GL,465,12,5,0,17,46,11,0,57
BRĂHĂŞEŞTI,GL,2296,92,20,0,112,445,74,2,521
TOFLEA,GL,4043,158,15,0,173,713,56,0,769
BUCIUMENI,GL,939,38,10,2,50,220,21,2,243
HĂNŢEŞTI,GL,392,13,8,0,21,82,19,0,101
VIZUREŞTI,GL,325,9,7,0,16,101,19,0,120
"TECUCELU SEC",GL,363,12,3,0,15,104,17,0,121
CAVADINEŞTI,GL,1068,44,14,0,58,259,61,0,320
GĂNEŞTI,GL,733,13,6,0,19,149,33,0,182
VĂDENI,GL,373,18,5,0,23,101,25,0,126
COMĂNEŞTI,GL,182,9,4,0,13,56,17,0,73
CERŢEŞTI,GL,699,18,7,0,25,99,22,0,121
CÎRLOMĂNEŞTI,GL,624,16,5,0,21,81,10,0,91
COTOROAIA,GL,581,11,5,0,16,109,25,0,134
CORNI,GL,702,12,5,0,17,118,19,0,137
MĂCIŞENI,GL,661,10,7,0,17,105,10,0,115
URLEŞTI,GL,387,26,7,0,33,86,15,0,101
COROD,GL,4002,88,24,0,112,717,78,7,802
BLÎNZI,GL,975,9,0,0,9,132,14,0,146
BRĂTULEŞTI,GL,492,16,0,0,16,80,11,0,91
CĂRĂPCEŞTI,GL,644,13,10,0,23,94,22,0,116
COSMEŞTI,GL,1265,30,8,0,38,167,42,0,209
COSMEŞTII-VALE,GL,959,31,0,0,31,146,13,0,159
BĂLTĂREŢI,GL,742,19,2,0,21,140,14,0,154
"FURCENII VECHI",GL,1281,19,6,0,25,203,37,0,240
"FURCENII NOI",GL,1291,31,5,0,36,283,22,6,311
"COSTACHE NEGRI",GL,2189,85,11,0,96,504,50,0,554
CUCA,GL,1834,58,14,0,72,265,44,0,309
CUDALBI,GL,6241,119,11,0,130,793,75,0,868
"CUZA VODĂ",GL,2302,58,2,0,60,294,15,0,309
DRĂGĂNEŞTI,GL,3712,62,16,0,78,512,36,0,548
"MALU ALB",GL,1746,28,0,0,28,293,4,0,297
DRĂGUŞENI,GL,1493,27,2,0,29,381,35,0,416
FUNDEANU,GL,752,14,0,0,14,166,5,0,171
NICOPOLE,GL,454,10,5,0,15,79,6,0,85
CĂUIEŞTI,GL,467,11,6,0,17,103,6,0,109
ŞTIEŢEŞTI,GL,254,18,2,0,20,62,6,0,68
ADAM,GL,595,17,5,0,22,157,19,0,176
GHINGHEŞTI,GL,225,12,0,0,12,72,9,0,81
FÎRŢĂNEŞTI,GL,2847,57,12,0,69,415,48,0,463
VIILE,GL,1287,38,4,0,42,213,22,0,235
FOLTEŞTI,GL,1820,36,11,0,47,197,51,0,248
STOICANI,GL,862,38,11,0,49,124,19,0,143
FRUMUŞIŢA,GL,2678,80,11,0,91,456,39,0,495
IJDILENI,GL,753,12,5,0,17,61,12,0,73
TĂMĂOANI,GL,966,29,5,0,34,161,21,0,182
FUNDENI,GL,681,13,0,0,13,87,16,0,103
